Row ID,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
2463,,36,510,,no,,,,,154.8,98,,,68,,,2,2.57,0,0
2464,,,,,,,,,,153.4,,,,123,,,4,2.59,,0
2465,PA,92,408,no,,28,,,25.69,194.8,,16.56,239.2,114,10.76,,,2.7,1,0
2466,,,,,,30,,,,165.9,,14.1,,99,,,,3.59,0,0
2467,,,,,,0,,,,,,22.93,236.8,87,10.66,,5,2.11,3,0
2468,ND,101,,no,,28,,132,,,107,,281.3,,,10.7,,,,0
2469,FL,,415,no,,,,103,31.37,,86,,,70,,10.2,,,,0
2470,,174,415,,,,,,,,112,,,,,,,,3,0
2471,,,415,,no,0,173.1,,29.43,240.3,,,,,,9,5,2.43,1,0
2472,NY,,415,,,0,145.4,,,,,17.77,214,96,9.63,,1,2.94,,0
2473,,,415,,,,240.3,,40.85,,,,240.7,106,,,,,,0
2474,OR,134,,no,,,208.8,,,,,11.3,,107,,,,,,0
2475,IN,,408,,,,,,24.94,106.2,74,,197.7,104,8.9,,4,,2,0
2476,CT,3,,no,yes,,,117,20.08,,,18.83,103.9,,,,,,2,0
2477,,,,,,35,181.1,59,,,,,216.3,,9.73,,,,0,1
2478,MT,60,408,,no,0,,,,,,,109.9,,,,,3.35,,0
2479,,156,,,no,,,94,,,97,,169.2,77,7.61,,,,,0
2480,,72,,no,,,,106,,,136,,214.2,,,12.2,3,,3,0
2481,MN,,,no,no,0,291.8,,,,,,151.2,,,9.9,,,,1
2482,NV,,,,,,241,,,231.8,96,,,67,,,1,,,1
2483,,,415,no,,,210.7,,35.82,,86,,,,,,,1.94,1,0
2484,,101,408,no,no,,89.7,,15.25,260.1,,,170.1,,7.65,,11,,,1
2485,NJ,,415,,,,63.3,,,177.3,113,15.07,171.6,,7.72,,,,1,0
2486,,3,,yes,,0,,96,,,,20.82,,103,,7.7,6,,,0
2487,,21,,,,,,,,,101,17.39,,78,6.96,12.9,7,,,0
2488,NJ,153,,,no,0,122.5,,,273.3,,23.23,197.8,71,,8,3,2.16,2,0
2489,AR,116,,,,,,,,,,11.81,,,,,,,,0
2490,,128,510,no,,40,272.2,,,,,,,,,,2,3.13,,0
2491,AZ,,,no,,14,143.2,,24.34,169.9,,,,,,11.6,1,3.13,,0
2492,,,,,,,185,,,223.3,,,,,,,,,,0
2493,,13,,,,,315.6,,,208.9,,,260.1,,,12.1,3,3.27,3,0
2494,,149,,no,,,,102,44.95,219.6,123,,200.4,,,11.3,,,,0
2495,,87,415,no,no,,198.3,,,,89,,,,6.01,,,,,0
2496,,134,,,yes,,224,75,38.08,,103,,,,,10.7,5,,2,0
2497,,,,no,no,,,,,,64,,,,,10.4,,,,0
2498,NE,,,,,0,,,32.15,,147,,,,10.89,10.4,5,2.81,,1
2499,,,510,,yes,33,193.7,91,32.93,246.1,96,20.92,,,6.21,14.6,3,3.94,2,0
2500,NY,122,,,,,,,,,70,12.44,,,,,,2.19,,0
2501,,,,no,no,,,,,,101,,,,,,,,4,1
2502,UT,,408,no,,,112.8,,19.18,,97,20.73,,,,13.2,,,,0
2503,AL,,,no,,0,,,,,,,,98,11.48,14.1,,3.81,,0
2504,,,415,no,no,,,,32.33,,64,22.29,130,,5.85,,,,,0
2505,,48,408,no,,,,,8.84,132,,11.22,,,,,,3.32,2,0
2506,MT,,510,,,,190,125,,,,,,68,,,3,,3,0
2507,NY,,,,no,0,166.4,,,243.2,,20.67,229.2,95,10.31,,,2.67,1,0
2508,,120,,yes,,,,,,,98,14.45,,,8.58,,,,1,1
2509,,,,,,,,,,,93,14.41,,,9.9,,,,0,0
2510,,102,,,no,0,69.7,85,11.85,,,,128.5,,,,,,2,0
2511,,,,,yes,,,79,,187.1,112,,281.1,,12.65,,,,,0
2512,DE,,415,no,,0,66.7,,11.34,204,91,17.34,,110,,15.1,,,,0
2513,,123,510,,,,194,,32.98,242,,,146.3,,6.58,,,,1,0
2514,MN,102,,,,32,135.7,,,,,18.4,,125,,,,3.51,,0
2515,,90,415,,no,,203.4,,34.58,,117,,152.4,105,,,4,1.97,1,0
2516,,109,,yes,,,,,,,126,12.84,,,6.39,,4,1.97,,1
2517,,75,,,yes,46,214.1,62,,200.9,111,17.08,246.8,,11.11,,6,2.48,,0
2518,,,510,,,,186.4,,,201,,17.09,,,,11.1,,,,1
2519,TX,,,,,,176.9,,,90.7,,,,69,,9.5,,,1,0
2520,DC,,,,no,,,92,,217,,,214.8,,,,7,,,0
2521,OR,166,510,no,no,,,,33.93,,,,,110,8.86,,,1.94,3,0
2522,,43,,,,,200.2,,34.03,244.4,,,207.2,97,,,,3.13,,0
2523,SD,,,no,no,,165.8,94,,,,16.39,247.8,,11.15,,,3.35,,0
2524,OR,155,,no,,30,128.5,86,,188.4,,,,,,,,,,0
2525,,,,,,,,,25.69,,,,239.2,,10.76,10,,2.7,1,0
2526,,,,,,0,,110,,187,,,128.1,,5.76,6.3,,1.7,,0
2527,NJ,,,,,43,,,39.27,222.3,,,148,105,,8.3,5,,,0
2528,DE,,,no,,,,,,184.6,88,15.69,,,7.39,13.3,,,,0
2529,,,415,no,,28,,,,270.4,100,,,,7.22,,4,,2,0
2530,,116,408,,,,,94,,,,,219,,,,,3.05,,1
2531,OR,51,,,,,,,,,104,,,118,,,4,,,0
2532,,,415,no,yes,,201.3,117,,42.2,,,,104,5.66,,3,,,0
2533,,,,,no,,274,,46.58,231.8,82,19.7,283.6,,,6.2,1,1.67,,1
2534,,,408,no,,,183.6,133,31.21,120.7,,10.26,,112,,,2,,,0
2535,,177,,no,,0,,99,,176.3,117,14.99,,,,14.2,2,,,0
2536,,99,415,no,no,0,,88,,,,17.93,,,10.35,,,,,0
2537,,128,,no,no,,147.7,94,,283.3,,,,124,8.47,6.9,,1.86,2,0
2538,UT,201,510,,no,,,72,36.16,,,,,,8.78,,,,,0
2539,,,510,no,,0,,114,,176.2,94,14.98,,,,15.3,1,,,0
2540,DE,131,,,,0,,80,,,101,,,108,8.09,13.1,,,2,0
2541,,43,415,no,no,,,134,,,103,6.87,,,,,,2.92,1,0
2542,,,415,,,,,,,188.7,,,206.9,,,,,,1,0
2543,UT,90,415,,,,,128,,,,,136.6,,6.15,9.6,5,2.59,,0
2544,DC,,,no,yes,,,106,36.7,200.6,107,,,,,,7,4.19,,0
2545,ID,,510,no,,0,,,,,,,,93,,,5,,,0
2546,,,,,,,,113,,260.1,,,,,6.09,,,,2,0
2547,,165,,no,,,,84,,,116,,,147,,11.9,,3.21,,0
2548,,,,,,,145,,24.65,,,,328.5,,14.78,,,,,0
2549,OR,72,,no,,,,133,,,,,,,10.24,,3,3.02,,0
2550,NE,44,,,,,240.3,,,164.6,83,13.99,,106,,10.6,2,,,0
2551,,104,408,no,,0,280.4,127,47.67,179.4,79,15.25,,,6.78,,,4.1,,0
2552,OH,65,,,no,0,,,41.77,,113,,,117,,4.2,,,4,1
2553,FL,,415,no,,,,74,,,119,19.28,,80,9.79,13.7,6,3.7,3,0
2554,,104,,,,,183.6,133,,,98,,,,,,,,,0
2555,,157,408,,,27,,85,,,,,,,,11.9,5,3.21,2,0
2556,TN,80,415,yes,,,,122,,,,,,78,9.46,,,1.94,,1
2557,VT,,415,,yes,25,,90,,,92,21.92,,157,,11.6,,,,0
2558,,,,no,,,,,,,,,,123,,,,3.27,,0
2559,,,,,,,51.5,90,,164,,,,,,9.5,4,2.57,,0
2560,GA,,,no,,,,,,256.1,110,21.77,212.7,,9.57,13.3,13,,,0
2561,,141,,,,,215.6,113,,,,17.05,153.8,,,,,,1,0
2562,WV,85,408,no,no,,,,,176.9,,,194.3,,,,,1.92,,0
2563,,,,,,0,,108,18.46,209.9,,,222.6,117,,,5,,,1
2564,MT,,408,no,,,,,22.83,155.5,,,102.1,,,,,,,0
2565,,137,,,,,,,,225.3,,19.15,221.6,,,11.1,5,,,0
2566,,98,408,,no,0,169.9,77,,,155,,142.6,,,,,,,0
2567,,,415,no,,,,,23.99,224.7,,19.1,,,7.84,,,3.56,,0
2568,,121,415,,,,103.3,,,,82,,,113,,,,,,0
2569,VA,,,,,0,,86,13.79,,,,,115,,10.3,,2.78,0,0
2570,,,510,,,,328.1,,55.78,151.7,,,303.5,114,,,,2.35,,1
2571,,,510,,,0,119.7,148,,231.8,,,222.3,,,4.6,,,,0
2572,,87,,no,,0,,124,40.32,,87,,,,,,3,2.97,,0
2573,ME,105,,no,no,,115.5,,19.64,267.3,,22.72,114.2,90,5.14,,,,,0
2574,CT,,415,no,,,,,27.51,273,58,23.21,,76,6.93,,,,,0
2575,,,408,,,,,,,245.8,64,20.89,,99,13.5,4.8,3,,,0
2576,MT,,,,,,,,,246.5,,,173.2,,7.79,,3,,,1
2577,,40,,,no,,,,,,113,10.86,,,,,,2.51,1,0
2578,,123,,,,23,245,88,,265,105,,,,,14.9,3,,2,0
2579,,,,,yes,,138.1,91,,,72,,,115,10.75,6.8,,1.84,,0
2580,,,408,no,,37,,110,,,,18.86,189.1,100,8.51,,1,1.97,,0
2581,,113,,,,0,,,,259.9,,,,115,9.19,,2,,3,1
2582,,164,415,,,0,,,36.65,171.6,99,14.59,,,4.97,,,,,0
2583,,,415,,,,,,,221,,18.79,291.4,,13.11,,5,,1,0
2584,MA,,408,,,,,109,,,,20.06,307.6,77,13.84,9.3,,2.51,1,0
2585,,,408,,,,,,,,,,,,5.79,6.7,,,,0
2586,,148,,no,yes,38,,,35.56,116.6,,9.91,,,4.93,16.5,,,,0
2587,,,,no,no,,228.3,84,,152.6,,,,101,,,3,,,0
2588,WY,141,,,,0,,87,,,,,,,,,,,0,1
2589,MN,,,,no,,,,31.26,,101,21.75,275,,12.38,10.8,11,,,0
2590,,,,,,,195.1,,33.17,148.8,95,,224.5,117,10.1,6.7,,1.81,0,0
2591,MA,,510,,,,,,,253.9,,21.58,263.3,,,,5,2.73,3,1
2592,,,,yes,,,216,73,,188.2,,,,98,6.62,,,,,0
2593,GA,,,,,,134.2,105,,162.5,128,,,90,,,2,,,1
2594,NH,,,no,,,,99,,210.7,,17.91,,,,2.1,,0.57,0,0
2595,,,408,,no,,,125,,,111,,,,6.45,8.7,5,2.35,2,0
2596,HI,73,408,,,,187.3,118,,,,20.37,167.5,,7.54,15.1,,,,0
2597,AK,76,,,yes,,,,,,136,14.34,23.2,102,1.04,9.5,,2.57,3,0
2598,,,,no,no,,,,,208.6,,17.73,,111,,,,,,0
2599,,,,no,no,,175.4,,,,105,21.09,122.4,,,,4,3.29,,0
2600,,,,no,,,,,45.24,,79,19.14,224.7,,,8.9,,,,1
2601,IA,,,no,,,,,19.33,,,14.03,,,,10.8,3,,,0
2602,,,408,no,no,,,133,,,95,,,93,,12.2,,,2,0
2603,,,415,,yes,,170.8,,,199.5,125,,,,7.64,9.6,5,,5,1
2604,MI,91,,no,,,,165,,168.3,121,14.31,,,10.8,,,3.16,5,1
2605,,,,no,,31,,,,205.6,,,,85,,,,,4,0
2606,,66,,,,,187.8,,,,,,,,5.95,,3,,,0
2607,,80,,no,no,0,239.9,,,142.3,,,,,,,,2.51,1,0
2608,,,415,no,,10,,,31.09,292.4,68,24.85,,116,6.4,,,,,0
2609,NY,138,,yes,,,,,44.39,,,,,,3.2,0,,,3,1
2610,IN,,,,,0,,,28.99,,109,,,,11.19,,,,,0
2611,,78,415,no,,25,197.4,73,,295.7,,25.13,,,9.53,,,3.56,0,0
2612,,,,,,28,,,29.21,,,20.46,245.5,,,10.6,,2.86,,0
2613,WV,90,,no,,0,205.7,,,,,,,,12.14,,6,,,0
2614,,,,,no,0,,,,222.7,78,18.93,,102,,,,,2,0
2615,PA,,,,,,170.7,,29.02,,,,,99,7.46,,1,2.35,,0
2616,,85,,,no,,,,19.75,,127,19.52,,,9.19,,,,3,0
2617,,112,,,,0,206.2,122,35.05,,94,13.98,140.3,,,,,,,0
2618,,79,510,no,,0,147,72,,,,,,107,,,,2.27,,0
2619,,,,,,,,114,,182,105,15.47,113.5,,5.11,,,,,0
2620,,,,,,,224.9,,,,,,216.1,73,9.72,6.7,,1.81,,1
2621,,,,yes,,28,,,,,131,,152.8,132,,,3,2.81,,0
2622,,,415,,,0,317.8,60,,,100,,123.4,,,,7,,1,1
2623,ME,,408,,,0,,113,,,95,,,,7.33,6.7,,,,1
2624,,156,,no,,,174.3,95,,,,15.86,,105,,,,,,0
2625,,,,no,no,,,,22,157.3,89,,,,,,,,,0
2626,,,,,,0,267.8,145,,,121,26.89,,,,,11,,,1
2627,TN,,415,no,,,,,,,140,,226,,,12.9,,,,0
2628,UT,,,,no,0,,,,,,13.91,,,,,6,,2,0
2629,,,415,,no,,,106,,236.7,123,,179.1,120,8.06,,,,3,0
2630,,,,,no,,223.3,,37.96,,128,14.2,,84,9.14,,,1.22,,1
2631,NM,,,no,,,248.6,83,,148.9,,,,,,,,2.16,,0
2632,VT,,,,no,,,,,188.8,,16.05,136.2,,,,3,3.65,0,0
2633,,,,no,,,231.3,,39.32,,,,,,9.78,12.4,,3.35,3,0
2634,AZ,,510,,,0,203.5,100,34.6,,103,21.05,194.3,94,,,,3.21,,0
2635,IL,,408,no,,0,,82,,187.5,,15.94,,,,11.5,,,,0
2636,NM,,,,,,,82,,,,,,,,9,6,2.43,,0
2637,,74,415,,no,,,124,,110.8,94,,,,,10.6,3,,,0
2638,NM,,510,,no,0,119.7,148,20.35,231.8,96,19.7,222.3,,,,2,1.24,,0
2639,RI,,,,,0,,,,,,,,60,,,6,,,0
2640,,,415,,,,,72,30.33,233.6,,,,,8.07,,,,,0
2641,,85,,no,,,222.3,,,,,,223.5,75,,,,,,0
2642,WA,127,,,no,,,91,24.94,203.5,78,,,110,,,3,,1,0
2643,,130,510,,,0,,119,26.21,,,9.37,,,,,5,,,0
2644,OR,112,408,,,,,34,23.07,243,,,,,9.42,12.2,,3.29,,0
2645,TX,,510,,,,92.8,,15.78,,,,148.7,,,,,,1,0
2646,,,,,,,,,,,,18.37,,,,,,,1,0
2647,,114,,,,25,129,,21.93,,,,,110,7.97,11.6,5,3.13,1,0
2648,NJ,,510,,,0,,,,,102,,,86,,,2,2.86,,0
2649,CA,,,no,no,0,187.6,97,,,118,,158.9,101,,8.7,6,,,0
2650,,96,,yes,,0,200.6,,34.1,289.5,120,,98.3,,4.42,11.2,5,,2,0
2651,,,,no,,34,,,,142,,,,77,8.27,11.8,7,,,0
2652,,33,,no,yes,,161.9,85,27.52,,82,,,131,,,,,,0
2653,CT,,415,,,0,,,,,,19.09,,74,11.55,13,,,,0
2654,,101,,,yes,,121.1,,20.59,,,,,,10.88,10.1,,2.73,,0
2655,,,,no,no,0,,,41.65,,,15.33,262.9,105,,,,,,0
2656,,109,,,,,,,45.63,,131,12.8,,84,,9.7,8,,2,1
2657,MI,,,,yes,20,214.6,,,235.1,132,,,,,,12,,0,0
2658,HI,119,408,no,,24,,,36.92,,52,11.79,139.3,,,11.3,4,3.05,,0
2659,SD,128,,,,34,142.3,,,194.8,,,,,,16,,,1,0
2660,,104,,yes,,,,73,27.27,,,,,,,12.6,5,3.4,4,0
2661,,,415,no,,29,,80,,274.8,136,,381.9,,17.19,,5,2.03,2,0
2662,,,,,,,,,6.43,,,,,,7.88,14.2,,,3,0
2663,,,408,,no,,,,17.02,233.3,,,204.4,,,,,3,,0
2664,,95,510,no,no,,,,9.89,,126,,,,,,,,0,0
2665,,,408,no,,0,,120,35.5,225.3,,,,,9.97,11.1,,,0,0
2666,,66,510,,no,,118,,,,99,21.09,214.4,,9.65,,,,1,0
2667,LA,85,408,,,0,,,35.55,110.7,111,,113.3,,5.1,,4,3.46,,0
2668,NM,155,,,,,,123,32.35,,96,,,,,,,2.16,,0
2669,,,,no,,,,85,15.74,177.6,,15.1,,72,,,,,3,0
2670,,107,,,yes,,,,10.2,,,,,106,,,,,0,0
2671,MD,112,,,,,170.4,,,200.2,,,258.3,,,11.6,,3.13,1,0
2672,,67,,no,,,,116,35.82,219.2,,18.63,,,,,,,1,0
2673,,56,,,,29,,115,6.41,,,,,,,4.9,3,1.32,1,0
2674,,,,,,0,,,23.32,,,14.1,,,,14.3,4,,1,0
2675,CO,125,,,,0,,,,,,,,,,7.7,,2.08,2,0
2676,NE,,415,,,,,,,,68,15.65,,,6.91,12.7,,,,0
2677,,,415,,yes,,,,,187,144,,,,,10.2,3,,1,0
2678,SC,,,no,,0,,,,,,,,81,,,,,,1
2679,,,,,,,268.6,83,45.66,,,15.15,,,,,3,3.13,,0
2680,,21,,,,,244.7,,,168,,,,87,,6.6,1,,,0
2681,,,,,no,,,,,,108,,103.7,,,,,1.59,3,0
2682,SC,36,,,,,29.9,,5.08,129.1,117,,,105,14.67,,,2.32,,0
2683,,138,,no,no,,,102,,,,,,,,5,,1.35,3,0
2684,RI,,510,,no,0,,,32.3,,111,,216.4,,,,6,,,0
2685,AL,122,,,,,232.5,96,39.53,,120,,,91,9.62,11.9,2,3.21,0,0
2686,,104,408,,,,,105,,,96,,,123,,19.3,,,,0
2687,,,408,no,no,0,,87,,,103,,,,10.49,12.1,3,3.27,4,0
2688,,122,,no,,,243.8,98,41.45,83.9,72,7.13,179.8,,,13.7,,,,0
2689,,103,,no,no,0,,91,,,,13.24,254.3,103,,,,,,0
2690,SC,,,,no,,226,,38.42,304.6,,,,,,,4,3.4,,1
2691,,,415,no,,,143.8,,24.45,,,,,132,12.4,12.9,,,3,0
2692,WY,42,,,,,,,24.87,,,,,,2.03,,12,,1,0
2693,,,,no,yes,27,,,,,98,14.42,,86,,10.6,5,,,0
2694,,,408,,no,0,,,,,,,,,,,,2.84,0,1
2695,,126,,,,,,,38.79,,,,168.9,72,7.6,,,2.75,,0
2696,,,,,no,0,,,,,,,,91,9.4,7.5,,,0,0
2697,WV,,415,,,,,89,30.06,,89,16.66,232.6,,,13.1,,,,1
2698,,,415,no,yes,,,107,,118.7,,10.09,240.1,,10.8,6.6,,,,0
2699,WY,117,,no,,0,,,,211.7,,,,,,7.5,3,2.03,,0
2700,,,,no,no,,,121,,110.1,98,9.36,188.7,,8.49,,,1.92,0,0
2701,,68,,no,no,,,,27.12,240.8,,20.47,,,,,3,3.08,,0
2702,WA,,415,,,,194.1,121,,,,15.01,302.8,136,13.63,,,,2,0
2703,UT,87,415,no,no,,146.3,,24.87,,,,,,,,9,,,0
2704,DC,,,,,0,,101,22.66,255.5,127,21.72,,,10.29,11.6,,,,0
2705,,,,,,,,117,27.68,163.2,121,13.87,242.4,,10.91,14.2,2,,1,0
2706,,,,,,,139.9,,,,96,,240.8,,10.84,12.7,4,3.43,,0
2707,,103,,,no,,,,,,91,,,,7.56,,6,2.08,1,0
2708,,,,,,33,,53,46.02,,116,,,102,,10.9,3,2.94,,0
2709,,120,,,yes,,,81,38.68,234.9,,19.97,166.4,,,,,,,0
2710,,,,no,,,191.3,134,32.52,,,,182.3,,,,,,1,0
2711,,,415,no,no,,,,,,,17.65,,,7.58,12.1,,,,0
2712,,,,,,,,,,,100,,,,,,,,,0
2713,,,415,,no,,127.8,,21.73,,112,15.44,197.3,63,,,,4.29,2,0
2714,,,510,,no,0,,95,,,108,17.82,,,,,1,,0,1
2715,AZ,,,,no,,,87,,,,,,,,,,2.35,4,0
2716,,137,,,no,,,,,,,,221.6,130,9.97,,5,,,0
2717,,115,,,no,,,111,,,108,,,113,14.09,,,,2,0
2718,,94,415,yes,,0,235.6,131,,194.8,,,170.6,93,,8.6,,2.32,1,0
2719,IN,68,,,,,,,,,118,21.63,,,12.29,8.9,,2.4,,1
2720,,78,,,,,,126,12.16,,127,,211.6,86,,8.3,,,,1
2721,IA,157,510,no,no,,102.9,94,,,,19.47,,,8.94,,2,3.67,,0
2722,,,510,no,,0,,,34.53,210.1,113,17.86,,,8.8,,3,,3,0
2723,,1,,,yes,,183.1,95,31.13,232.6,,19.77,,,11.17,8.4,2,2.27,,0
2724,,160,,,,,97.5,,,268.1,,22.79,,62,,13.2,4,,3,0
2725,,,510,,,29,,,,,,16.69,226.7,,10.2,,5,,3,0
2726,PA,114,,no,,0,155.3,,26.4,,87,14.44,,,9.32,12.6,,,2,0
2727,AK,,,no,,,58.2,,9.89,,118,,136.8,,,,1,,5,1
2728,WY,,,,,0,197.6,,,,,20.95,,,12.84,,,,,0
2729,,127,,,,,,114,30.75,,118,,,105,11.25,7.4,4,,2,0
2730,,130,415,no,,,,95,26.5,256.1,97,21.77,262.9,,,,3,,,0
2731,,139,,,,25,96.2,,16.35,,,,,,,,,,2,0
2732,,125,510,,no,0,,,31.3,126.7,123,,241.5,94,,4.7,,,1,0
2733,,36,,no,,,,,,230.7,115,19.61,,,9.09,10.2,2,,,0
2734,NJ,,,,,0,150,122,,,,,,,,,1,,3,0
2735,,,,,,,,,37.16,,70,,,,,9.1,,,1,0
2736,,148,,,,0,178.3,,,,,24.02,,,,,,,1,0
2737,,164,510,,,,,,,,,19.55,,,9.28,,8,3.56,1,0
2738,,,,,,,,,,,,11.3,185.2,,,,,,1,0
2739,,,,,,0,,,43.44,,122,,,,14.28,12.7,,,,1
2740,SD,95,408,,,,,78,28.17,215.6,94,,243.3,91,,9.8,6,,0,0
2741,,,,no,yes,,,88,,253.2,,21.52,,,,,,,,0
2742,LA,,,,no,,58.4,121,,,,,,115,,11.9,5,3.21,,0
2743,,,408,yes,,44,,,,236.3,86,20.09,,,,11.9,2,,,1
2744,,,,no,no,0,,,41.43,,,5.1,189,129,8.5,11.3,,,,0
2745,WA,,,,,0,160.4,,27.27,285.9,,,182.5,,,,4,1.86,,0
2746,,,415,no,,,313.6,,,263.2,104,,,,6.26,,5,2.03,,1
2747,,,,no,,0,,,46.21,,,,210.1,91,9.45,,,,,1
2748,,,,,no,0,,,,,,,,106,,11.2,3,,,0
2749,MI,30,510,no,,0,,,,182.5,,,,,,,,,0,0
2750,,,415,no,,24,154.8,69,,,105,,,,9.34,,4,2.43,1,0
2751,NE,,415,,no,,,,,,73,20.64,203.3,,,10,,,4,0
2752,NH,,,,no,,193.2,,32.84,194.4,,,186.5,,,,2,2.62,,0
2753,,,510,,,0,,67,26.18,225.8,,,,,11.94,,3,0.95,,0
2754,,,,no,no,0,,,19.55,,83,11.71,,,,,4,,,0
2755,,,415,yes,,,,,,,,,,,10.68,10.1,4,2.73,,0
2756,,,510,,yes,26,,,20.15,213.9,,18.18,,,5.97,13.4,,3.62,2,0
2757,,,,no,no,0,,,,,,,,93,,,,,,0
2758,,,,,,,252.9,,42.99,,,,158.4,,,8.5,,,,0
2759,,103,,,,36,,92,,,110,14.39,166.7,80,7.5,,,2.94,,1
2760,,124,408,,,,,,,,104,,,,,5.3,3,,,0
2761,,,510,no,,0,,,,,,,,,,,,,,0
2762,OK,,,,,27,,,0.44,,,,,,,,,,3,0
2763,,,,,no,0,,122,26.18,,88,28.03,,,,,,,,1
2764,SC,,408,no,,,174.5,,,,,,164.7,,,,5,,4,0
2765,,,,,,,250.6,85,42.6,,50,,,,5.41,,5,2.11,1,0
2766,,,415,,,,,42,22.46,138.9,,11.81,,,,,,,,1
2767,CA,,415,,,0,191.1,69,32.49,,,,,,,,1,,0,0
2768,OH,125,408,no,no,,,95,,,,,192.5,69,8.66,,,,1,0
2769,NM,122,,,yes,,,103,29.73,248.2,,,,,,,,3.65,,1
2770,,,,no,,0,101.4,,17.24,,,,157.6,,,,,,,0
2771,,,,,,0,,109,,,,,265.7,78,,,,3.56,,1
2772,VT,135,415,no,,,,,,119,,,180,,,,6,,,0
2773,,,,,,,193.3,,,,123,22.45,,,5.79,9.1,,2.46,4,0
2774,,,415,,no,,,,20.25,,136,24.45,223,,,12.2,,,,0
2775,,132,415,,,25,,,,269.9,107,22.94,,,,,7,1.92,,0
2776,OK,,,,no,,,,,,,12.63,167.2,,,,,,,0
2777,,84,408,,,,138.6,,,,,,,137,,,4,,,0
2778,,,,no,,,,,,,95,18.49,,,,12.2,,3.29,,0
2779,RI,,415,,no,0,,81,,,106,,184.6,,,12.7,,,,0
2780,,113,415,,no,,140.8,,23.94,,,21.47,215.4,136,,,,,,0
2781,,155,,no,,0,,,,,,,,,,,,,,0
2782,,134,415,no,,40,,,,,61,,,,13.05,10.8,,2.92,1,0
2783,OR,,,,,0,,,,192.8,,,253.4,,,7.6,,,,0
2784,,,,no,,,149.6,74,25.43,,,,174.1,,7.83,16.4,,,,0
2785,,,,no,,,,,28.78,,,,,106,,,6,3.13,,0
2786,FL,,510,no,,26,,86,,,,,,,,,3,3.62,,0
2787,IL,116,,no,,0,164.6,110,27.98,,103,,,,,,3,,,0
2788,,,415,no,,30,,95,,,,,,110,,8.4,,2.27,,0
2789,WI,117,408,no,,,80.2,,,,,18.62,,,5.52,8.6,2,,,0
2790,IN,96,,,,,183.1,88,31.13,147.4,,12.53,,,,,,,,0
2791,NY,70,,no,no,0,177.4,,30.16,,,,,,11.43,10.9,,,,0
2792,,,415,no,no,,,,,205.5,,17.47,130.7,,,13.8,5,,0,0
2793,OH,43,,,no,0,,,,,92,9.89,,118,8.3,,5,,,0
2794,NC,,,no,,,,,,215.4,127,,,73,,11.3,,3.05,2,0
2795,,79,510,,,,,85,26.79,194.1,,16.5,,86,,9.4,,,,1
2796,AK,130,,no,no,,242.5,,,102.8,114,8.74,,,,,,,,0
2797,NY,,,no,no,,180,,,,,19.5,,,7.3,,,,1,0
2798,,108,,,,0,73.8,105,,143.4,114,,,,,,3,,2,0
2799,,,415,no,no,0,,119,,,,,152.1,,,,,1.76,,0
2800,,,,no,yes,,,106,25.25,,106,9.73,,,8.02,6.5,4,,0,0
2801,OK,,415,,,0,,121,,,,15.3,200.9,,9.04,,,,1,0
2802,,,,,,,252.6,,42.94,169,,14.37,,,,11.1,,,2,0
2803,,69,415,no,no,0,183.4,,31.18,,,,,94,,9,5,,3,0
2804,,,,,no,,200,66,,,,,,,10.52,,2,,3,0
2805,,,,,,,,,,,117,,,,11.91,,,2.57,3,0
2806,OR,,,no,no,0,245.1,118,41.67,185.2,,15.74,193.6,,8.71,,,,,0
2807,LA,158,408,no,no,0,,,,,86,,,,,10.4,,,1,0
2808,VT,,,no,yes,,,90,36.7,257.9,92,,,157,,,4,,,0
2809,WI,63,,,yes,34,,,25.87,,,,195.7,103,,12.3,,,1,0
2810,NM,,,,no,,,,41.7,122.9,130,10.45,228.4,102,10.28,,4,,4,0
2811,,,,no,yes,,272.5,,46.33,,83,21.51,,123,,8.7,,,,0
2812,,,,no,,,,,,,,24.75,159.6,,,,,,2,0
2813,,,,,no,0,,,,,,,,102,6.98,13.4,1,,,0
2814,,,,,yes,40,202.6,,,,128,,,,,,9,2.43,,0
2815,VA,,408,,,0,,93,37.74,187,,,,124,12.7,,6,,,0
2816,,138,,,yes,33,,,,,79,,,71,,9.7,,,3,0
2817,,,415,no,no,,,121,,,,,,,10.18,8,,2.16,,0
2818,WI,116,,,,,200.4,104,,,,23.19,,,9.65,,,2.24,,0
2819,ID,,415,,,0,,77,,165.3,110,14.05,178.5,,,9.2,,,3,0
2820,UT,,,,,24,130.1,,,,,,,123,,,5,,0,0
2821,WY,,,,,,,73,,210.3,117,17.88,129.2,117,,,8,,,0
2822,,,,,no,,,141,,256.8,72,,,123,7.89,,,,2,0
2823,,,,,no,,,,21.3,167.6,121,,,,11.73,,,,1,0
2824,,,,no,,0,115,,,137.8,83,,,61,,,4,,,0
2825,,,,,,0,,,29.02,179.1,108,15.22,,,,,,,3,0
2826,VA,121,,,no,0,,112,,,,16.58,159.6,,7.18,10.5,,,,0
2827,ME,,,,no,0,215.5,,,218.7,117,,,,,6.6,,1.78,4,0
2828,,79,,,,,213.6,110,,234.9,,19.97,,157,,,3,,,0
